
2021-Topps-BB1-247,247,Mallex Smith,Seattle Mariners,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-248,248,Francisco Mejia,San Diego Padres,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-249,249,Trent Grisham,San Diego Padres,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-250,250,Bryce Harper,Philadelphia Phillies,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-251,251,Pittsburgh Pirates,Pittsburgh Pirates,Team,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-252,252,Luke Voit,New York Yankees,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-253,253,Carlos Correa,Houston Astros,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-254,254,Zack Britton,New York Yankees,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-255,255,Austin Hays,Baltimore Orioles,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-256,256,Keibert Ruiz,Los Angeles Dodgers,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-257,257,Brendan McKay,Tampa Bay Rays,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-258,258,Walk-Off Apart,San Francisco Giants,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-259,259,Chris Paddack,San Diego Padres,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-260,260,Eduardo Escobar,Arizona Diamondbacks,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-261,261,Blake Snell,Tampa Bay Rays,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-262,262,Mark Canha,Oakland Athletics,,1,Topps,2021,Baseball Series 1,
2021-Topps-BB1-263,263,Ronald Acuña Jr.,Atlanta Braves,,1,Topps,2021,Baseball Series 1,
